"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 11 21:12:03 CST 2022","Sun Sep 11 21:12:03 CST 2022","303","testcase","test_excel_case","TestExcel","","","search_09查询成功","<font color='red'>请求URL：</font>http://apis.juhe.cn/simpleWeather/query <Br/>请求类型：POST <Br/>期望结果：reason': '查询成功!' <Br/>实际结果：{'code': 200, 'body': {'reason': '查询成功!', 'result': {'city': '周口', 'realtime': {'temperature': '24', 'humidity': '52', 'info': '晴', 'wid': '00', 'direct': '东风', 'power': '1级', 'aqi': '49'}, 'future': [{'date': '2022-09-11', 'temperature': '19/30℃', 'weather': '多云转晴', 'wid': {'day': '01', 'night': '00'}, 'direct': '北风转东北风'}, {'date': '2022-09-12', 'temperature': '20/31℃', 'weather': '晴', 'wid': {'day': '00', 'night': '00'}, 'direct': '北风转东北风'}, {'date': '2022-09-13', 'temperature': '21/32℃', 'weather': '小雨转晴', 'wid': {'day': '07', 'night': '00'}, 'direct': '东北风转北风'}, {'date': '2022-09-14', 'temperature': '20/31℃', 'weather': '多云转晴', 'wid': {'day': '01', 'night': '00'}, 'direct': '北风'}, {'date': '2022-09-15', 'temperature': '21/30℃', 'weather': '晴转多云', 'wid': {'day': '00', 'night': '01'}, 'direct': '北风'}]}, 'error_code': 0}} <Br/>"
